txt,name,source_link,doc_type,dictionary_type
II.          EXTINCT SPECIES OF NORTH AMERICAN BIRDS,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
III.         THE NEXT CANDIDATES FOR OBLIVION,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
IV.          EXTINCT AND NEARLY EXTINCT SPECIES OF MAMMALS,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"V.           THE EXTERMINATION OF SPECIES, STATE BY STATE",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
VI.          THE REGULAR ARMY OF DESTRUCTION,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
VII.         THE GUERRILLAS OF DESTRUCTION,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
VIII.        THE UNSEEN FOES OF WILD LIFE,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
IX.          DESTRUCTION OF WILD LIFE BY DISEASES,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
X.           DESTRUCTION OF WILD LIFE BY THE ELEMENTS,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XI.          SLAUGHTER OF SONG-BIRDS BY ITALIANS,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XII.         DESTRUCTION OF SONG-BIRDS BY SOUTHERN NEGROES,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
                AND POOR WHITES,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XIII.        EXTERMINATION OF BIRDS FOR WOMEN'S HATS,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XIV.         THE BIRD TRAGEDY ON LAYSAN ISLAND,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XV.          UNFAIR FIREARMS AND SHOOTING ETHICS,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XVI.         THE PRESENT AND FUTURE OF NORTH AMERICAN BIG GAME--I,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XVII.        THE PRESENT AND FUTURE OF NORTH AMERICAN BIG GAME--II,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XVIII.       THE PRESENT AND FUTURE OF AFRICAN GAME,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XIX.         THE PRESENT AND FUTURE OF GAME IN ASIA,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XX.          DESTRUCTION OF BIRDS IN THE FAR EAST. BY C. WILLIAM BEEBE,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXI.         THE SAVAGE VIEWPOINT OF THE GUNNER,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
PART II.--PRESERVATION,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXII.        OUR ANNUAL LOSSES BY INSECTS,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXIII.       THE ECONOMIC VALUE OF BIRDS,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXIV.        GAME AND AGRICULTURE: DEER AS A FOOD SUPPLY,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXV.        LAW AND SENTIMENT AS FACTORS IN PRESERVATION,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXVI.       THE ARMY OF THE DEFENSE,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXVII.      HOW TO MAKE A NEW GAME LAW,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXVIII.     NEW LAWS NEEDED: A ROLL-CALL OF THE STATES--I,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXIX.       NEW LAWS NEEDED: A ROLL-CALL OF THE STATES--II,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXX.        NEW LAWS NEEDED: A ROLL-CALL OF THE STATES--III,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXXI.       NEW LAWS NEEDED: A ROLL-CALL OF THE STATES--IV,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"XXXII.      NEED FOR A FEDERAL MIGRATORY BIRD LAW, NO-SALE-OF-GAME",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"               LAW, AND OTHERS",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXXIII.     BRINGING BACK THE VANISHED BIRDS AND GAME,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXXIV.      INTRODUCED SPECIES THAT HAVE BEEN BENEFICIAL,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXXV.       INTRODUCED SPECIES THAT HAVE BECOME PESTS,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXXVI.      NATIONAL AND STATE GAME PRESERVES AND BIRD REFUGES,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXXVII.     GAME PRESERVES AND GAME LAWS IN CANADA,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXXVIII.    PRIVATE GAME PRESERVES,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXXIX.      BRITISH GAME PRESERVES IN AFRICA,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XXL.        BREEDING GAME AND FUR IN CAPTIVITY,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XLI.        TEACHING WILD-LIFE PROTECTION TO THE YOUNG,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XLII.       ETHICS OF SPORTSMANSHIP,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XLIII.      THE DUTY OF AMERICAN ZOOLOGISTS TO AMERICAN WILD LIFE,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
XLIV.       THE GREATEST NEED OF THE CAUSE; AND THE DUTY OF THE HOUR,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
       *        *        *        *        *,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
ILLUSTRATIONS,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
The Folly of 1857 and the Lesson of 1912           _Frontispiece_,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Shall We Leave Any One of Them Open?,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Six Recently Exterminated North American Birds,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Sacred to the Memory of Exterminated Birds,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Whooping Cranes in the Zoological Park,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
California Condor,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Primated Grouse, or ""Prairie Chicken""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Sage Grouse,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Snowy Egrets in the McIlhenny Preserve,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Wood-Duck,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Gray Squirrel,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Skeleton of a Rhytina,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Burchell's Zebra,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Thylacine, or Tasmanian Wolf",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
West Indian Seal,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
California Elephant Seal,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
The Regular Army of Destruction,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
G.O. Shields,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Two Gunners of Kansas City,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Why the Sandhill Crane is Becoming Extinct,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
A Market Gunner at Work on Marsh Island,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Ruffed Grouse,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
A Lawful Bag of Ruffed Grouse,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Snow Bunting,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
A Hunting Cat and Its Victim,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Eastern Red Squirrel,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Cooper's Hawk,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Sharp-Shinned Hawk,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
The Cat that Killed Fifty-eight Birds in One Year,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
An Italian Roccolo on Lake Como,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Dead Song-Birds,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
The Robin of the North,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
The Mocking-Bird of the South,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Northern Robins Ready for Southern Slaughter,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Southern-Negro Method of Combing Out the Wild Life,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Beautiful and Curious Birds Destroyed for the Feather Trade--I,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Sixteen Hundred Hummingbirds at Two Cents Each,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Beautiful and Curious Birds Destroyed for the Feather Trade--II,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Beautiful and Curious Birds--III,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Fight in England Against the Use of Plumage,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Young Egrets, Unable to Fly, Starving",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Snowy Egret Dead on Her Nest,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Miscellaneous Bird Skins, Eight Cents Each",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Laysan Albatrosses, Before the Great Slaughter",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Laysan Albatross Rookery, After the Great Slaughter",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Acres of Gull and Albatross Bones,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Shed Filled with Wings of Slaughtered Birds,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Four of the Seven Machine Guns,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
The Champion Game-Slaughter Case,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Slaughtered According to Law,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
A Letter that Tells its Own Story,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"The ""Sunday Gun""",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
The Prong-Horned Antelope,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Hungry Elk in Jackson Hole,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
The Wichita National Bison Herd,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Pheasant Snares,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Pheasant Skins Seized at Rangoon,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Deadfall Traps in Burma,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
One Morning's Catch of Trout near Spokane,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
The Cut-Worm,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
The Gypsy Moth,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Downy Woodpecker,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Baltimore Oriole,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Nighthawk,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Purple Martin,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Bob-White,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Rose-Breasted Grosbeak,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Barn Owl,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Golden-Winged Woodpecker,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Kildeer Plover,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Jacksnipe,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
A Food Supply of White-Tailed Deer,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
White-Tailed Deer,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Notable Protectors of Wild Life:,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"  Madison Grant, Henry Fairfield Osborn, John F. Lacey, and William Dutcher",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Notable Protectors: Forbush, Pearson, Burnham, Napier",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Notable Protectors: Phillips, Kalbfus, McIlhenny, Ward",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Band-Tailed Pigeon,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Six Wild Chipmunks Dine with Mr. Loring,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Chickadee, Tamed",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Chipmunk, Tamed",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Object Lesson in Bringing Back the Ducks,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Gulls and Terns of Our Coast,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Egrets and Herons in Sanctuary on Marsh Island,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
"Bird Day at Carrick, Pa",Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
Distributing Bird Boxes and Fruit Trees,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
       *        *        *        *        *,Our Vanishing Wild Life,Our Vanishing Wild Life,book,book
